Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Amoebiasis	19/102	2.718931e-01	8.117307e-01	0	0	1.202113e+00	1.565567e+00	IL10;CSF2;CXCL8;LAMA2;LAMB3;PRKCB;LAMC3;ITGB2;LAMA3;FN1;ADCY1;COL1A1;COL3A1;COL1A2;IFNG;COL4A1;PRDX1;COL4A6;IL12B
KEGG_2021_Human	p53 signaling pathway	14/73	2.731538e-01	8.117307e-01	0	0	1.245912e+00	1.616845e+00	RRM2;CD82;CDKN2A;SERPINE1;TP53AIP1;CCNB2;CCNB1;CASP8;CCNE1;CHEK1;CDK1;BAX;CYCS;GTSE1
KEGG_2021_Human	Glutamatergic synapse	21/114	2.759352e-01	8.123325e-01	0	0	1.185821e+00	1.526851e+00	GRIA2;PRKCB;HOMER2;GRIK5;ITPR1;GRIK3;ADCY4;SLC1A3;GRIK1;ADCY1;GNG11;GRIN2B;ADCY7;ADCY5;GRM4;JMJD7-PLA2G4B;GNG7;GRM8;SLC17A7;GRIA3;GRIA4
KEGG_2021_Human	Selenocompound metabolism	4/17	2.844221e-01	8.295645e-01	0	0	1.614952e+00	2.030472e+00	MARS2;TXNRD1;MARS1;SEPHS2
KEGG_2021_Human	Nicotine addiction	8/40	3.048642e-01	8.810297e-01	0	0	1.312304e+00	1.558872e+00	GRIA2;CHRNA6;SLC17A7;GABRD;GRIN2B;GRIA3;GRIA4;GABRG1
KEGG_2021_Human	Salivary secretion	17/93	3.151001e-01	9.023321e-01	0	0	1.174395e+00	1.356267e+00	AMY2B;PRKCB;ADCY4;ITPR1;ATP1A2;ATP1B2;ADCY1;LYZ;ADRA1A;ADCY7;RYR3;ADCY5;CST2;CST1;CD38;CAMP;VAMP2
KEGG_2021_Human	Ras signaling pathway	40/232	3.297424e-01	9.357554e-01	0	0	1.094112e+00	1.213856e+00	RASGRF1;PDGFA;TGFA;FASLG;FOXO4;FGF1;RASAL3;STK4;FGF2;RASGRP1;IGF1R;NTF4;FGF9;RASSF5;PDGFD;GNG7;RAC2;ABL2;PAK5;NTRK1;PDGFRA;ANGPT4;NTRK2;PLA2G2D;PRKCB;BDNF;IGF2;PLAAT3;VEGFD;GNG11;GRIN2B;TIAM1;ZAP70;EFNA3;JMJD7-PLA2G4B;KIT;FGFR4;PLA1A;FGF10;FGFR1
KEGG_2021_Human	Carbohydrate digestion and absorption	9/47	3.349856e-01	9.395626e-01	0	0	1.243180e+00	1.359626e+00	HK3;AMY2B;PRKCB;ATP1A2;ATP1B2;SLC2A5;LCT;TAS1R3;HK2
KEGG_2021_Human	Vitamin digestion and absorption	5/24	3.370494e-01	9.395626e-01	0	0	1.381147e+00	1.502033e+00	SLC5A6;ABCC1;SLC19A3;LRAT;APOB
KEGG_2021_Human	Arrhythmogenic right ventricular cardiomyopathy	14/77	3.463898e-01	9.395780e-01	0	0	1.166527e+00	1.236741e+00	TCF7L2;ITGA4;LAMA2;ITGA3;CACNA2D1;ITGA2;LEF1;ATP2A3;CACNA2D2;CACNA1F;ITGA10;ITGA7;ITGB7;SGCG
KEGG_2021_Human	Cushing syndrome	27/155	3.477546e-01	9.395780e-01	0	0	1.107505e+00	1.169811e+00	CAMK2B;CAMK2A;LEF1;ITPR1;ADCY4;ADCY1;CACNA1F;ADCY7;CACNA1G;ADCY5;PDE11A;WNT11;CREB3L1;CREB3L2;E2F1;E2F2;E2F3;PDE8B;WNT2;TCF7L2;CDKN2A;FZD8;WNT16;NCEH1;CCNE1;AGTR1;KCNK3
KEGG_2021_Human	GABAergic synapse	16/89	3.480999e-01	9.395780e-01	0	0	1.150582e+00	1.214170e+00	GABBR2;GABBR1;KCNJ6;PRKCB;ADCY4;SLC6A12;ADCY1;CACNA1F;ADCY7;GNG11;GABRG1;ADCY5;GNG7;HAP1;GABRD;SLC38A5
KEGG_2021_Human	Melanogenesis	18/101	3.489861e-01	9.395780e-01	0	0	1.138486e+00	1.198511e+00	CAMK2B;TCF7L2;PRKCB;CAMK2A;LEF1;ADCY4;FZD8;ADCY1;WNT16;ADCY7;ADCY5;EDNRB;WNT11;DCT;CREB3L1;CREB3L2;KIT;WNT2
KEGG_2021_Human	Glycosaminoglycan degradation	4/19	3.624353e-01	9.659137e-01	0	0	1.399458e+00	1.420323e+00	HPSE2;GLB1;HPSE;ARSB
KEGG_2021_Human	Dilated cardiomyopathy	17/96	3.656647e-01	9.659137e-01	0	0	1.129595e+00	1.136416e+00	ITGA4;LAMA2;ITGA3;CACNA2D1;ITGA2;TPM2;ATP2A3;ADCY4;CACNA2D2;ADCY1;CACNA1F;ADCY7;ADCY5;ITGA10;ITGA7;ITGB7;SGCG
KEGG_2021_Human	Vascular smooth muscle contraction	23/133	3.780957e-01	9.659137e-01	0	0	1.097612e+00	1.067546e+00	MYLK2;PPP1R14A;PLA2G2D;EDN2;PRKCB;NPR1;ITPR1;ADCY4;ADCY1;CACNA1F;ADRA1A;ADCY7;ACTG2;MYLK;ADCY5;ACTA2;KCNMB1;JMJD7-PLA2G4B;AGTR1;PRKCQ;MYH11;PPP1R12B;MYL9
KEGG_2021_Human	Thyroid cancer	7/37	3.798741e-01	9.659137e-01	0	0	1.224580e+00	1.185290e+00	RET;NTRK1;TCF7L2;LEF1;BAX;BAK1;RXRG
KEGG_2021_Human	Axon guidance	31/182	3.831285e-01	9.659137e-01	0	0	1.077766e+00	1.033993e+00	SEMA5A;CAMK2B;SEMA5B;SEMA7A;SEMA3C;SEMA3D;CAMK2A;NTN4;SEMA3G;CXCR4;RND1;CFL2;BOC;RAC2;SLIT3;EPHB2;PAK5;NTNG2;SEMA4D;UNC5B;SEMA6D;LIMK1;UNC5C;BMP7;SSH3;NFATC4;EFNA3;CXCL12;CDK5;MYL9;NGEF
KEGG_2021_Human	Morphine addiction	16/91	3.834478e-01	9.659137e-01	0	0	1.119766e+00	1.073353e+00	GABBR2;GABBR1;KCNJ6;PDE1C;PRKCB;PDE2A;ADCY4;ADCY1;ADCY7;GNG11;GABRG1;ADCY5;PDE11A;GNG7;PDE8B;GABRD
KEGG_2021_Human	Glycerolipid metabolism	11/61	3.846555e-01	9.659137e-01	0	0	1.154673e+00	1.103182e+00	PLPP4;GK;GPAM;LIPG;AKR1A1;AKR1B1;LPL;LCLAT1;DGKI;LPIN3;PNPLA2
KEGG_2021_Human	Acute myeloid leukemia	12/67	3.847746e-01	9.659137e-01	0	0	1.145147e+00	1.093727e+00	CCNA2;PER2;TCF7L2;CSF2;SPI1;BCL2A1;CEBPE;KIT;LEF1;EIF4EBP1;PIM2;FCGR1A
KEGG_2021_Human	Human cytomegalovirus infection	38/225	3.863655e-01	9.659137e-01	0	0	1.066845e+00	1.014539e+00	CXCL8;CCL4L2;PTGER3;ADCY4;ITPR1;CXCR4;CGAS;FASLG;ADCY1;ADCY7;ADCY5;CASP8;CREB3L1;CCL5;GNG7;CREB3L2;CCL4;RAC2;EIF4EBP1;CCL3;E2F1;CCL2;E2F2;E2F3;BAK1;CCR5;CCR1;PDGFRA;PRKCB;CDKN2A;IL10RA;TAP1;GNG11;NFATC4;CXCL12;CYCS;BAX;CALR
KEGG_2021_Human	C-type lectin receptor signaling pathway	18/104	3.989098e-01	9.894219e-01	0	0	1.098574e+00	1.009612e+00	IL10;FCER1G;CCL22;SYK;STAT1;ITPR1;NFATC4;RELB;CASP8;IL23A;CLEC7A;CLEC6A;IRF1;MAPKAPK2;IL12B;CLEC4E;IKBKE;CCL17
KEGG_2021_Human	Breast cancer	25/147	4.044557e-01	9.953401e-01	0	0	1.075610e+00	9.736563e-01	LEF1;FGF1;BRCA2;FGF2;IGF1R;WNT11;FGF9;HEY1;HEY2;E2F1;TNFSF11;E2F2;E2F3;BAK1;WNT2;JAG2;TCF7L2;FZD8;WNT16;ESR1;KIT;BAX;PGR;FGF10;FGFR1
KEGG_2021_Human	Cysteine and methionine metabolism	9/50	4.078291e-01	9.958618e-01	0	0	1.152009e+00	1.033245e+00	IL4I1;DNMT1;LDHA;SDS;CBS;PSAT1;BHMT2;BCAT1;CDO1
KEGG_2021_Human	Pathogenic Escherichia coli infection	33/197	4.174702e-01	9.963789e-01	0	0	1.056196e+00	9.226317e-01	CYFIP2;CXCL8;ARPC5L;LPAR2;FASLG;TUBA1C;CASP8;IRAK1;NCKAP1L;MYH11;BAK1;CYTH1;ACTR3;ACTR2;SEC24A;TUBB;IL18;TUBB4A;CLDN11;CLDN5;TUBB2B;CLDN14;ARPC3;CLDN19;HCLS1;CYCS;BAX;PTPN6;SEC24D;GAPDH;MYD88;MYO1F;MYO1G
KEGG_2021_Human	Rap1 signaling pathway	35/210	4.259682e-01	9.963789e-01	0	0	1.049763e+00	8.958581e-01	ITGB2;ADCY4;LPAR2;PDGFA;ADCY1;FGF1;ITGAL;ADCY7;FGF2;ADCY5;IGF1R;FGF9;RASSF5;PDGFD;RAC2;DRD2;MAGI1;PDGFRA;ANGPT4;FYB1;PRKCB;MAGI2;VEGFD;GRIN2B;VAV1;TIAM1;EFNA3;KIT;LCP2;PFN1;FGFR4;RAPGEF3;F2RL3;FGF10;FGFR1
KEGG_2021_Human	Platelet activation	21/124	4.262810e-01	9.963789e-01	0	0	1.070052e+00	9.123867e-01	MYLK2;FCER1G;SYK;ITGA2;ITPR1;ADCY4;GP1BA;ADCY1;RASGRP1;ADCY7;MYLK;PIK3R5;ADCY5;COL1A1;COL3A1;COL1A2;JMJD7-PLA2G4B;BTK;LCP2;FERMT3;F2RL3
KEGG_2021_Human	Adipocytokine signaling pathway	12/69	4.265134e-01	9.963789e-01	0	0	1.104834e+00	9.414419e-01	IRS1;LEP;SLC2A1;LEPR;IRS2;PRKCQ;SLC2A4;CD36;ACSL3;NFKBIE;ACACB;RXRG
KEGG_2021_Human	Amphetamine addiction	12/69	4.265134e-01	9.963789e-01	0	0	1.104834e+00	9.414419e-01	CAMK2B;GRIA2;MAOB;PRKCB;CREB3L1;CAMK4;CREB3L2;CAMK2A;GRIN2B;GRIA3;ADCY5;GRIA4
KEGG_2021_Human	Basal cell carcinoma	11/63	4.284076e-01	9.963789e-01	0	0	1.110129e+00	9.410348e-01	BMP4;TCF7L2;WNT11;LEF1;PTCH2;FZD8;BAX;BAK1;WNT16;WNT2;GLI3
KEGG_2021_Human	TNF signaling pathway	19/112	4.304226e-01	9.963789e-01	0	0	1.072212e+00	9.038612e-01	CSF2;CCL20;MMP3;DAB2IP;TNFAIP3;VEGFD;TRAF1;NOD2;MMP9;ICAM1;CXCL10;CASP8;CREB3L1;IRF1;CCL5;CREB3L2;LTA;CCL2;BIRC3
KEGG_2021_Human	IL-17 signaling pathway	16/94	4.371417e-01	9.963789e-01	0	0	1.076505e+00	8.908053e-01	CSF2;CXCL8;MMP1;CCL20;MMP3;TNFAIP3;MMP9;FOSL1;CXCL10;CASP8;MMP13;IFNG;CCL2;IKBKE;CCL17;IL17B
KEGG_2021_Human	Gap junction	15/88	4.395447e-01	9.963789e-01	0	0	1.078332e+00	8.864060e-01	PDGFRA;PRKCB;TUBB;ADCY4;ITPR1;PDGFA;ADCY1;ADCY7;TUBB4A;ADCY5;TUBA1C;TUBB2B;PDGFD;CDK1;DRD2
KEGG_2021_Human	Thiamine metabolism	3/15	4.396720e-01	9.963789e-01	0	0	1.311816e+00	1.077954e+00	AK5;AK7;ACP1
KEGG_2021_Human	Cholinergic synapse	19/113	4.468203e-01	9.999962e-01	0	0	1.060742e+00	8.545322e-01	CAMK2B;CHRNB4;KCNJ6;PRKCB;KCNJ12;CHRNA6;CAMK2A;ITPR1;ADCY4;ADCY1;CACNA1F;GNG11;ADCY7;PIK3R5;ADCY5;CREB3L1;GNG7;CAMK4;CREB3L2
KEGG_2021_Human	NOD-like receptor signaling pathway	30/181	4.488069e-01	9.999962e-01	0	0	1.042671e+00	8.353486e-01	CXCL8;ITPR1;TNFAIP3;NOD2;TRPM2;PSTPIP1;CASP8;NLRP7;CCL5;CCL2;IKBKE;GBP1;CAMP;GBP4;CTSB;GBP5;RIPK2;STAT1;TRPV2;IL18;CYBA;AIM2;OAS1;OAS2;OAS3;IRF7;PYDC1;VDAC1;MYD88;BIRC3
KEGG_2021_Human	Insulin resistance	18/108	4.662942e-01	9.999962e-01	0	0	1.049497e+00	8.007019e-01	SLC27A1;IRS1;PRKCB;SLC2A1;IRS2;PYGM;SLC2A4;ACACB;MLXIPL;RPS6KA6;PPP1R3C;CREB3L1;CREB3L2;SLC27A6;PRKCQ;CD36;SLC27A3;SLC27A4
KEGG_2021_Human	Butanoate metabolism	5/28	4.725842e-01	9.999962e-01	0	0	1.140675e+00	8.549810e-01	BDH2;HMGCS1;ACADS;HMGCLL1;AACS
KEGG_2021_Human	Other types of O-glycan biosynthesis	8/47	4.856762e-01	9.999962e-01	0	0	1.076313e+00	7.773273e-01	GALNT12;COLGALT2;ST6GAL1;ST6GAL2;GALNT16;GALNT15;GALNT18;XXYLT1
KEGG_2021_Human	Lipid and atherosclerosis	35/215	4.858480e-01	9.999962e-01	0	0	1.020296e+00	7.365104e-01	ERO1A;CAMK2B;CXCL8;NCF1;NCF2;CAMK2A;ITPR1;FASLG;ICAM1;HSPD1;CASP8;IRAK1;CCL5;CCL3;IL12B;OLR1;CCL2;CD36;APOB;IKBKE;RXRG;HSPA8;MMP1;MMP3;IL18;CYBA;POU2F2;MMP9;VAV1;CD40LG;IRF7;CYCS;BAX;TLR6;MYD88
KEGG_2021_Human	Necroptosis	26/159	4.864752e-01	9.999962e-01	0	0	1.025762e+00	7.391326e-01	H2AX;CAMK2B;CAMK2A;TNFAIP3;FASLG;PYGM;MACROH2A1;H2AC11;H2AC13;H2AC14;CASP8;AIFM1;JAK3;ZBP1;H2AZ1;H2AC8;PARP1;STAT1;H2AJ;IFNG;JMJD7-PLA2G4B;BAX;VDAC1;SLC25A5;FTL;BIRC3
KEGG_2021_Human	Inositol phosphate metabolism	12/73	5.093659e-01	9.999962e-01	0	0	1.032139e+00	6.962695e-01	IPPK;TPI1;IMPA2;PIP5KL1;ITPKA;INPP5J;PIK3C2G;PLCH1;PLCH2;PLCD3;PLCD4;MTMR7
KEGG_2021_Human	Renin-angiotensin system	4/23	5.147024e-01	9.999962e-01	0	0	1.104572e+00	7.336196e-01	CTSA;MME;AGTR1;REN
KEGG_2021_Human	Glycolysis / Gluconeogenesis	11/67	5.150044e-01	9.999962e-01	0	0	1.030588e+00	6.838775e-01	HK3;LDHA;TPI1;ADH1A;AKR1A1;PGK1;ALDOC;GAPDH;ENO4;HK2;GCK
KEGG_2021_Human	Long-term potentiation	11/67	5.150044e-01	9.999962e-01	0	0	1.030588e+00	6.838775e-01	CAMK2B;GRIA2;RPS6KA6;PPP1R1A;PRKCB;CAMK4;CAMK2A;ITPR1;ADCY1;GRIN2B;RAPGEF3
KEGG_2021_Human	Kaposi sarcoma-associated herpesvirus infection	31/193	5.226492e-01	9.999962e-01	0	0	1.003921e+00	6.513887e-01	CD86;CSF2;CXCL8;LEF1;ITPR1;HIF1A;FGF2;ICAM1;PIK3R5;CASP8;GNG7;E2F1;CCR8;E2F2;E2F3;BAK1;CCR5;CCR4;IKBKE;CCR1;TCF7L2;SYK;STAT1;GNG11;NFATC4;HCK;MAPKAPK2;IRF7;CYCS;BAX;IL6ST
KEGG_2021_Human	Human papillomavirus infection	53/331	5.231154e-01	9.999962e-01	0	0	1.000158e+00	6.480554e-01	MAML2;LAMC3;FASLG;OASL;COMP;CASP8;HEY1;IBSP;CREB3L1;CREB3L2;HEY2;ITGB7;IKBKE;MAGI1;HES6;ATP6V0B;ITGA4;ITGA3;ITGA2;TUBG2;WNT16;CCNA2;RBL1;CCNE1;COL4A1;IRF1;COL4A6;ITGA7;COL6A6;COL6A5;ATP6V0D2;ATP6V1B1;TNXB;LAMA2;LAMA3;WNT11;CHAD;EIF4EBP1;E2F1;BAK1;WNT2;TCF7L2;LAMB3;STAT1;FN1;FZD8;ISG15;COL1A1;COL1A2;PPP2R2C;ITGA10;BAX;COL9A3
KEGG_2021_Human	Mucin type O-glycan biosynthesis	6/36	5.268855e-01	9.999962e-01	0	0	1.049312e+00	6.723696e-01	GALNT12;GALNT16;GALNT15;GALNT18;GCNT3;ST3GAL1
KEGG_2021_Human	Tyrosine metabolism	6/36	5.268855e-01	9.999962e-01	0	0	1.049312e+00	6.723696e-01	AOC3;IL4I1;TPO;MAOB;DCT;ADH1A
KEGG_2021_Human	Phenylalanine metabolism	3/17	5.271179e-01	9.999962e-01	0	0	1.124280e+00	7.199112e-01	AOC3;IL4I1;MAOB
KEGG_2021_Human	Estrogen signaling pathway	22/137	5.299857e-01	9.999962e-01	0	0	1.003626e+00	6.372073e-01	HSPA8;GABBR2;GABBR1;KCNJ6;ITPR1;ADCY4;TGFA;KRT32;ADCY1;ESR1;MMP9;ADCY7;ADCY5;KRT17;CREB3L1;GPER1;KRT15;CREB3L2;KRT14;PGR;TFF1;CTSD
KEGG_2021_Human	Hippo signaling pathway	26/163	5.414573e-01	9.999962e-01	0	0	9.955736e-01	6.107756e-01	YAP1;SERPINE1;ITGB2;LEF1;FGF1;RASSF2;WNT11;RASSF4;RASSF6;WNT2;TCF7L2;BMP8A;FZD8;BMP8B;WNT16;BMP7;YWHAZ;FRMD1;BMP5;BMP4;FRMD6;PPP2R2C;BIRC5;FAT4;AJUBA;BIRC3
KEGG_2021_Human	Renin secretion	11/69	5.568994e-01	9.999962e-01	0	0	9.949319e-01	5.824040e-01	ADCYAP1R1;EDN2;PDE1C;NPR1;AGTR1;ITPR1;REN;CACNA1F;CLCA4;CTSB;ADCY5
KEGG_2021_Human	Cytosolic DNA-sensing pathway	10/63	5.649299e-01	9.999962e-01	0	0	9.897976e-01	5.652275e-01	ZBP1;CXCL10;AIM2;CCL4L2;CCL5;CCL4;IL18;IRF7;CGAS;IKBKE
KEGG_2021_Human	Legionellosis	9/57	5.739102e-01	9.999962e-01	0	0	9.835969e-01	5.461740e-01	HSPA8;CXCL8;CASP8;ITGB2;IL18;IL12B;CYCS;MYD88;HSPD1
KEGG_2021_Human	Longevity regulating pathway	16/102	5.774112e-01	9.999962e-01	0	0	9.758975e-01	5.359634e-01	HSPA8;KL;IRS1;ADCY4;IRS2;ADCY1;ADCY7;IGF1R;ADCY5;CREB3L1;CAMK4;CREB3L2;CAT;EIF4EBP1;BAX;CRYAB
KEGG_2021_Human	Pancreatic secretion	16/102	5.774112e-01	9.999962e-01	0	0	9.758975e-01	5.359634e-01	CPA1;PLA2G2D;CPB1;AMY2B;SCT;PRKCB;ITPR1;ATP2A3;ADCY4;ATP1A2;ATP1B2;ADCY1;ADCY7;ADCY5;CD38;CLCA4
KEGG_2021_Human	alpha-Linolenic acid metabolism	4/25	5.843386e-01	9.999962e-01	0	0	9.992555e-01	5.368747e-01	FADS2;PLA2G2D;JMJD7-PLA2G4B;PLAAT3
KEGG_2021_Human	Glycosphingolipid biosynthesis	7/45	5.958407e-01	9.999962e-01	0	0	9.663125e-01	5.003392e-01	FUT7;FUT9;GLB1;B3GALT1;ST3GAL1;ABO;FUT3
KEGG_2021_Human	Adherens junction	11/71	5.973229e-01	9.999962e-01	0	0	9.616526e-01	4.955371e-01	TCF7L2;LEF1;RAC2;WAS;PTPRJ;LMO7;PTPN6;SORBS1;ACP1;IGF1R;FGFR1
KEGG_2021_Human	Human immunodeficiency virus 1 infection	33/212	5.993746e-01	9.999962e-01	0	0	9.668154e-01	4.948824e-01	ITPR1;CXCR4;CGAS;CD3G;FASLG;CD3E;CD3D;CCNB2;CCNB1;CASP8;IRAK1;CFL2;GNG7;CHEK1;RAC2;AP1S3;BAK1;CCR5;PAK5;PRKCB;APOBEC3H;LIMK1;TAP1;CDC25C;GNG11;NFATC4;CD4;CDK1;CYCS;BAX;CALR;MYD88;APOBEC3B
KEGG_2021_Human	Purine metabolism	20/129	5.996002e-01	9.999962e-01	0	0	9.623513e-01	4.922351e-01	RRM2;PDE1C;NPR1;PDE6G;PDE2A;ADCY4;ADA2;AK5;AMPD3;ADCY1;AK7;ADCY7;NME1;ADCY5;PDE11A;PNP;PDE5A;PDE8B;XDH;ADA
KEGG_2021_Human	Synaptic vesicle cycle	12/78	6.075915e-01	9.999962e-01	0	0	9.536620e-01	4.751645e-01	ATP6V0B;UNC13A;STXBP1;AP2S1;SLC6A12;SLC1A3;SLC17A7;SLC6A2;ATP6V0D2;CPLX1;VAMP2;ATP6V1B1
KEGG_2021_Human	Hepatitis B	25/162	6.128855e-01	9.999962e-01	0	0	9.569809e-01	4.685160e-01	CXCL8;PCNA;FASLG;IFIH1;CASP8;IRAK1;CREB3L1;CREB3L2;E2F1;E2F2;E2F3;IKBKE;JAK3;PRKCB;STAT1;MMP9;YWHAZ;NFATC4;CCNA2;CCNE1;IRF7;CYCS;BIRC5;BAX;MYD88
KEGG_2021_Human	Glycerophospholipid metabolism	15/98	6.179593e-01	9.999962e-01	0	0	9.478454e-01	4.562290e-01	PLA2G2D;PNPLA7;LPCAT1;LCAT;PLAAT3;LCLAT1;SELENOI;ETNPPL;PLPP4;GPAM;JMJD7-PLA2G4B;GPD1;DGKI;LPIN3;PLA1A
KEGG_2021_Human	Cellular senescence	24/156	6.183287e-01	9.999962e-01	0	0	9.534870e-01	4.583746e-01	CXCL8;CDKN2A;SERPINE1;ITPR1;GATA4;FOXM1;CDC25A;NFATC4;CCNA2;CCNB2;CCNB1;RBL1;CCNE1;RASSF5;CHEK1;MAPKAPK2;EIF4EBP1;CDK1;E2F1;E2F2;VDAC1;MYBL2;E2F3;SLC25A5
KEGG_2021_Human	Adrenergic signaling in cardiomyocytes	23/150	6.240111e-01	9.999962e-01	0	0	9.497192e-01	4.478754e-01	CAMK2B;CACNA2D1;TPM2;CAMK2A;ATP2A3;ADCY4;CACNA2D2;ATP1A2;ATP1B2;ADCY1;CACNA1F;ADRA1A;ADCY7;PIK3R5;ADCY5;PPP1R1A;PPP2R2C;CREB3L1;CREB3L2;AGTR1;SCN5A;SCN4B;RAPGEF3
KEGG_2021_Human	FoxO signaling pathway	20/131	6.285985e-01	9.999962e-01	0	0	9.448984e-01	4.386809e-01	PLK4;IL10;IRS1;HOMER2;PLK2;PLK1;AGAP2;IRS2;FASLG;FOXO4;SLC2A4;STK4;FBXO32;IGF1R;CCNB2;CCNB1;CAT;IL7R;SGK2;S1PR4
KEGG_2021_Human	Glycosaminoglycan biosynthesis	8/53	6.297893e-01	9.999962e-01	0	0	9.324706e-01	4.311464e-01	HS3ST3A1;CHPF;B3GNT7;CHST11;CHPF2;CHST13;ST3GAL1;HS3ST2
KEGG_2021_Human	Glycine, serine and threonine metabolism	6/40	6.354436e-01	9.999962e-01	0	0	9.256423e-01	4.197159e-01	DMGDH;AOC3;SDS;MAOB;CBS;PSAT1
KEGG_2021_Human	One carbon pool by folate	3/20	6.425698e-01	9.999962e-01	0	0	9.257121e-01	4.094238e-01	ALDH1L1;MTHFD1L;MTHFD2
KEGG_2021_Human	Diabetic cardiomyopathy	31/203	6.429164e-01	9.999962e-01	0	0	9.449847e-01	4.174381e-01	CAMK2B;NCF1;IRS1;NCF2;CAMK2A;ATP2A3;SLC2A1;SLC2A4;COX7A1;CPT2;PDK4;RAC2;CD36;CYC1;CTSD;G6PD;PARP1;PRKCB;GSR;CYBA;COX6C;MMP9;COL1A1;COL3A1;COL1A2;AGTR1;PPIF;VDAC1;REN;SLC25A5;GAPDH
KEGG_2021_Human	Protein processing in endoplasmic reticulum	26/171	6.454184e-01	9.999962e-01	0	0	9.401937e-01	4.116700e-01	ERO1A;RPN2;TUSC3;HSPA4L;RRBP1;SEL1L2;HSPH1;SEC61G;FBXO6;BAK1;TXNDC5;HSPA8;SEC13;SEC24A;SSR4;DNAJC5B;FBXO2;PDIA6;CKAP4;PDIA4;DNAJB11;BAX;HYOU1;CALR;SEC24D;CRYAB
KEGG_2021_Human	Biosynthesis of unsaturated fatty acids	4/27	6.477958e-01	9.999962e-01	0	0	9.122549e-01	3.960826e-01	FADS2;ACOT7;ELOVL2;FADS1
KEGG_2021_Human	Caffeine metabolism	1/6	6.490023e-01	9.999962e-01	0	0	1.049235e+00	4.536041e-01	XDH
KEGG_2021_Human	Phenylalanine, tyrosine and tryptophan biosynthesis	1/6	6.490023e-01	9.999962e-01	0	0	1.049235e+00	4.536041e-01	IL4I1
KEGG_2021_Human	Phosphonate and phosphinate metabolism	1/6	6.490023e-01	9.999962e-01	0	0	1.049235e+00	4.536041e-01	SELENOI
KEGG_2021_Human	TGF-beta signaling pathway	14/94	6.592160e-01	9.999962e-01	0	0	9.177070e-01	3.824122e-01	CHRD;BMP8A;BMP8B;INHBA;BMP7;DCN;THSD4;BMP5;BMP4;RBL1;ACVR1C;IFNG;ID4;FMOD
KEGG_2021_Human	Ferroptosis	6/41	6.601569e-01	9.999962e-01	0	0	8.991418e-01	3.733935e-01	TF;TFRC;HMOX1;ACSL3;SAT1;FTL
KEGG_2021_Human	Ether lipid metabolism	7/49	6.881889e-01	9.999962e-01	0	0	8.740741e-01	3.266344e-01	PLA2G2D;JMJD7-PLA2G4B;LPCAT1;PLAAT3;ENPP6;PLA2G7;SELENOI
KEGG_2021_Human	Pancreatic cancer	11/76	6.900148e-01	9.999962e-01	0	0	8.874141e-01	3.292682e-01	RAD51;CDKN2A;STAT1;RAC2;E2F1;TGFA;E2F2;BAX;E2F3;BAK1;BRCA2
KEGG_2021_Human	Relaxin signaling pathway	19/129	6.908638e-01	9.999962e-01	0	0	9.055836e-01	3.348962e-01	MMP1;ADCY4;VEGFD;ADCY1;GNG11;MMP9;ADCY7;ADCY5;COL1A1;ACTA2;COL3A1;EDNRB;COL1A2;MMP13;COL4A1;CREB3L1;GNG7;CREB3L2;COL4A6
KEGG_2021_Human	Pyrimidine metabolism	8/56	6.928086e-01	9.999962e-01	0	0	8.740346e-01	3.207720e-01	CDA;PNP;RRM2;CMPK2;CTPS1;TK1;NME1;TYMP
KEGG_2021_Human	Bile secretion	13/90	7.007421e-01	9.999962e-01	0	0	8.852386e-01	3.148045e-01	ABCC4;SCT;AQP9;SLC2A1;ADCY4;ATP1A2;ATP1B2;ADCY1;CYP3A4;ADCY7;ADCY5;NCEH1;ABCG2
KEGG_2021_Human	Hypertrophic cardiomyopathy	13/90	7.007421e-01	9.999962e-01	0	0	8.852386e-01	3.148045e-01	ITGA4;LAMA2;ITGA3;CACNA2D1;ITGA2;TPM2;ATP2A3;CACNA2D2;CACNA1F;ITGA10;ITGA7;ITGB7;SGCG
KEGG_2021_Human	Linoleic acid metabolism	4/29	7.044668e-01	9.999962e-01	0	0	8.391745e-01	2.939747e-01	PLA2G2D;JMJD7-PLA2G4B;PLAAT3;CYP3A4
KEGG_2021_Human	Starch and sucrose metabolism	5/36	7.045682e-01	9.999962e-01	0	0	8.459039e-01	2.962103e-01	HK3;AMY2B;PYGM;HK2;GCK
KEGG_2021_Human	Fat digestion and absorption	6/43	7.063321e-01	9.999962e-01	0	0	8.504380e-01	2.956715e-01	SLC27A1;PLA2G2D;CLPS;CD36;APOB;SLC27A4
KEGG_2021_Human	Bacterial invasion of epithelial cells	11/77	7.069088e-01	9.999962e-01	0	0	8.739162e-01	3.031210e-01	ACTR3;ACTR2;SEPTIN1;CAV2;ARPC3;CAV1;ARPC5L;FN1;HCLS1;SEPTIN6;DOCK1
KEGG_2021_Human	Arginine biosynthesis	3/22	7.076417e-01	9.999962e-01	0	0	8.281700e-01	2.863956e-01	GPT2;GPT;NAGS
KEGG_2021_Human	Histidine metabolism	3/22	7.076417e-01	9.999962e-01	0	0	8.281700e-01	2.863956e-01	AOC1;MAOB;ASPA
